id,课程名,评论
117,Spring Boot企业微信点餐系统,老师讲的很不错，让我养成了写单元测试的习惯。这点确实在以前开发的过程中经常被我忽略。致敬老师。
117,Spring Boot企业微信点餐系统,老师讲的很不错，让我养成了写单元测试的习惯。这点确实在以前开发的过程中经常被我忽略。致敬老师。
117,Spring Boot企业微信点餐系统,从2小时学会stringboot开始看的，挺不错的视频，还在学习中
117,Spring Boot企业微信点餐系统,"想问下 spring cloud课程什么时候上线,在线等"
117,Spring Boot企业微信点餐系统,非常好的付费视频！讲师也特别棒！回答问题特别仔细！
117,Spring Boot企业微信点餐系统,还不错，就是前端与后端的衔接太少了，刚开始看的懵逼了
117,Spring Boot企业微信点餐系统,收获很大， 从两小时学会springBoot开始就关注了师兄了 。
117,Spring Boot企业微信点餐系统,非常不错，赞！！！ 如果能出一期缓存的课程 比如redis的实战就更好了。
117,Spring Boot企业微信点餐系统,真心给赞一个，通熟易懂，由浅入深，学习很容易上手。
117,Spring Boot企业微信点餐系统,从基础的就在看老师的教程，喜好老师讲课的风格
116,Android通用框架设计与完整电商APP开发,经验性的讲解，不适宜新手学习！
116,Android通用框架设计与完整电商APP开发,很不错，老师 讲解的很仔细。
116,Android通用框架设计与完整电商APP开发,最主要的是能学到框架的设计
116,Android通用框架设计与完整电商APP开发,非常喜欢猿猿老师，很棒的课程
116,Android通用框架设计与完整电商APP开发,可能是个人水平太低，听起来很费劲，很多东西都没有听说过，老师讲的有些东西不自己敲就直接复制了，很快就过，对于我这样的初学者来讲就更看不懂了，还有就是视频不太清晰，希望能看到超清画质的，还有就是课程内容能够在细分一些，比如常用框架为什么要那么写，通用的UI设计规范以及其合理性和专业性都能讲清楚。
75,微信小程序入门与实战  常用组件API开发技巧项目实战,很实用，看完之后自己就写了一个小程序
75,微信小程序入门与实战  常用组件API开发技巧项目实战,很实用
75,微信小程序入门与实战  常用组件API开发技巧项目实战,内容设计很用心，很棒，推荐！
75,微信小程序入门与实战  常用组件API开发技巧项目实战,超级棒的！
75,微信小程序入门与实战  常用组件API开发技巧项目实战,老师讲的很棒
75,微信小程序入门与实战  常用组件API开发技巧项目实战,老师讲的很棒，就是群加不进去
75,微信小程序入门与实战  常用组件API开发技巧项目实战,讲课质量不错，好
101,BAT大咖助力 全面升级Android面试,很多之前都会用但是不知道原理的知识，感谢老师的详细讲解
101,BAT大咖助力 全面升级Android面试,老师讲课特别好 涉及的知识点特别多 不过我可能自己基础原因很多的东西都没有弄得太懂 还是谢谢老师
101,BAT大咖助力 全面升级Android面试,感觉挺好的，老师在群里也狠活跃，这个课程买的值了
101,BAT大咖助力 全面升级Android面试,真的挺好，毕业后自己一直单干，只会用却说不出123了，这个做了很好的总结。666!
101,BAT大咖助力 全面升级Android面试,很棒的课程，老师讲的很好，思路也很清晰，希望能拿到自己想要的offer
101,BAT大咖助力 全面升级Android面试,很棒的课程还在看，提供了清晰的学习路线，老师讲的也特别好  准备再看看老师的其他课程
101,BAT大咖助力 全面升级Android面试,课程很好的，讲的东西也全面，学完这门课程，再去面试，面试也就不太紧张了
101,BAT大咖助力 全面升级Android面试,总结的很全面，比自己蒙头学好了太多，收获很大
101,BAT大咖助力 全面升级Android面试,"非常全面,感觉内容都比较基础,但是自己面试时又发挥的不是很好"
101,BAT大咖助力 全面升级Android面试,虽然还没完全看完 但是还是非常好的 给力！
101,BAT大咖助力 全面升级Android面试,知识点很全面，东西分析得也比较透彻，不懂的东西加上博客学习，希望接下来的秋招能有好的发挥
101,BAT大咖助力 全面升级Android面试,内容非常充实！干货很大！听完后，明显觉得自己的基础水平上升了！
101,BAT大咖助力 全面升级Android面试,知识面很广，只是自己基础不够牢，所以有点吃力，但还是很受益，看完后还得再复习一遍
101,BAT大咖助力 全面升级Android面试,很不错，有基础，有深度。很好的复习了一遍，为面试加分。谢谢老师。
101,BAT大咖助力 全面升级Android面试,很不错，不过网络框架哪里在优化一下就更好了。
101,BAT大咖助力 全面升级Android面试,必须好评啊，课程基本上包含了Android的方方面面，基本上按照老师的课程进行展开学习就行了
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,很棒，值得
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,谢谢老师~讲解清晰，容易理解！
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,挺好的，实战进步快很多
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,大概半个月的时间做完这个项目，因为之前没有只看过一点点Vue基础，思考后还是选择直接用2.0实现，虽然过程很艰难，踩了许多坑，但是最终全部解决，获得的是独立解决问题，思考问题的能力。很庆幸自己买了这门课。
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,终于在工作之余陆陆续续花了大概一个月的时间把这个视频看完了，并且手敲了每一行代码，因为是用2.0实现的，所以有些代码也和老师的不一样。感觉收获还是挺多的，尤其是老师所讲的，代码不是最重要的，重要的是独立解决问题，思考问题的能力。在这里也非常感谢老师带我进了vue这个非常美的框架的大门。给老师提几点建议吧，课程的后半段略显枯燥（比如商家详情页），大部分的时间花在了布局，css调样式的过程。我觉的这些前半段讲一下可以，后半段大可以省去，多讲一些框架原理，或者多一些前端自动化的内容，这样感觉收获会更多。
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,"这个课真的太赞了 一直希望能完整学习一个项目 实习时虽然留心学习项目结构但也没法体会从0到1的过程。非常感谢！如果老师还能有时间真的希望能够再出教程。
真诚推荐 这年头电视购物都998 这门课才198还不划算吗？？堪比金坷垃啊！"
71,程序猿的内功修炼，学好算法与数据结构,醍醐灌顶
117,Spring Boot企业微信点餐系统,简单开始吧...  期待kafka和zookper 以及 分布式架构  读写分离MYSQL
117,Spring Boot企业微信点餐系统,安卓开发，想转后端，很好的教程，有趣的老师
117,Spring Boot企业微信点餐系统,廖师兄讲课清晰明了，语气平缓，非常给力，赞一个
117,Spring Boot企业微信点餐系统,就冲着微信开发来和分布式应用应用来的！期待廖大湿的Spring Cloud 应用
75,微信小程序入门与实战  常用组件API开发技巧项目实战,还不错
75,微信小程序入门与实战  常用组件API开发技巧项目实战,受益匪浅
75,微信小程序入门与实战  常用组件API开发技巧项目实战,老师讲的很好。不错！
75,微信小程序入门与实战  常用组件API开发技巧项目实战,真心不错的教程
75,微信小程序入门与实战  常用组件API开发技巧项目实战,满分了
75,微信小程序入门与实战  常用组件API开发技巧项目实战,1000分，这是个有情怀的老师！
75,微信小程序入门与实战  常用组件API开发技巧项目实战,我也要当前端开发工程师了吗？
75,微信小程序入门与实战  常用组件API开发技巧项目实战,老实棒棒的，学完再买那个商城视频
75,微信小程序入门与实战  常用组件API开发技巧项目实战,老师非常棒，课程非常棒！挺有用。
75,微信小程序入门与实战  常用组件API开发技巧项目实战,挺不错的 老师讲的很好
75,微信小程序入门与实战  常用组件API开发技巧项目实战,很可以，学到很多
75,微信小程序入门与实战  常用组件API开发技巧项目实战,非常好
75,微信小程序入门与实战  常用组件API开发技巧项目实战,讲的特别好，非常感谢~
48,前端到后台ThinkPHP开发整站,不错，代码精简实用，逻辑清晰
48,前端到后台ThinkPHP开发整站,"总体还可以,细节有待加强"
50,响应式开发一招致胜,很喜欢，五星好评
50,响应式开发一招致胜,案例有点少，理论基本都能学到。
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,这课程，老师讲的真是太棒了，就看到项目文件结构说明那节的时候，真是惊艳到我了，比如webpack和babel的配置，平时看到这些文件就忽略掉也不知道干啥用的，但是老师不光把每个文件每句配置都讲的很清晰，关键是在后面写代码的时候还经常去添加修改一些配置，这样就巩固的非常好，项目中用到的各个vue插件也都讲的很透彻，很详细。很感激老师！！ BTW，项目学完以后，老师能给内推到滴滴不？（捂嘴笑）
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,很详细
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,后面的看不了，为什么
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,听了老师的几节课，能感觉出来老师实战经验非常丰富，但是课程中还是有一些口误和表述不清的情况。作为要买课程的人我有以下建议：1，如果是刚入门python没有编程经验的人，学起来会比较有难度，因为课程整体还是需要一些其他方面的知识，老师的思维很快，可能刚开始不容易适应。2：阅读相关的一些材料，哪怕只是一知半解，再来听老师的课会更清晰。3：多一点耐心，听到中间差点想放弃了，可是又是人民币啊不能放弃，最好跟着老师思路可以课后重新规划一下逻辑。希望老师以后可以稍微放慢语速，然后英语口语稍微标准一些
13,WebApp 书城整站开发,第一次买课程，以后都不会再买了，还不如看书
13,WebApp 书城整站开发,每个方面都讲的很浅
13,WebApp 书城整站开发,还可以
13,WebApp 书城整站开发,录音太差了，听都听不清楚
13,WebApp 书城整站开发,"很不满意。。对初学者真的不友好，你给别人安排任务做，别人和你的思路又不一样。写的代码变量名都不一样，怎么跟你之后示范的代码，跟着写代码写得无语了。
也不提供示例代码，非得到9个小时以后，9个小时候还没法下载下来。
第七章后更是不想说什么了。。。
虎头蛇尾，讲清楚点行不行"
13,WebApp 书城整站开发,越来越差了，不值得学的课程。
13,WebApp 书城整站开发,没有想象中的那么好
13,WebApp 书城整站开发,为什么背景透明那块不用rgba呢，flex是否也可以考虑用上呢
13,WebApp 书城整站开发,在幕课网买了两个实战课程，另一个是《所向披靡的响应式开发》，不管是作业，还是案例，都能跟下来，而且我会跟两遍，第一遍先快速看一遍，第二遍把一些重要的、不熟的地方重新敲一遍，里面的案例也会全部自己动手写一遍，感觉收获很大，不过，当前这个课程，我跟起来却有点吃力，最难受的是，这一块留给大家一个作业，然后我就一个人敲啊敲，一直在想老师会怎么去写这一块的代码，会怎么实现，到最后的结果就是不管自己怎么写，总觉得很乱，而且，在一步一步跟着老师的视频敲下去后发现自己的老是报错，而老师这边也没有提供可以参考的代码，有的时候调一个错误要好久，很有挫败感，自己的基础太差，有些问题解决不了。
97,ThinkPHP 5.0开发微信小程序商场打通全栈项目架构,受益匪浅
97,ThinkPHP 5.0开发微信小程序商场打通全栈项目架构,思路清晰
97,ThinkPHP 5.0开发微信小程序商场打通全栈项目架构,受益匪浅
97,ThinkPHP 5.0开发微信小程序商场打通全栈项目架构,很好，收获良多感谢老师
97,ThinkPHP 5.0开发微信小程序商场打通全栈项目架构,感谢老师 讲的不错 谢谢
97,ThinkPHP 5.0开发微信小程序商场打通全栈项目架构,讲的不错，很实用的课程
97,ThinkPHP 5.0开发微信小程序商场打通全栈项目架构,视频真心不错
97,ThinkPHP 5.0开发微信小程序商场打通全栈项目架构,很受用
97,ThinkPHP 5.0开发微信小程序商场打通全栈项目架构,很不错
48,前端到后台ThinkPHP开发整站,还不错
48,前端到后台ThinkPHP开发整站,很实用.
48,前端到后台ThinkPHP开发整站,"很实用,帮助很大."
48,前端到后台ThinkPHP开发整站,好好好
48,前端到后台ThinkPHP开发整站,非常好O
48,前端到后台ThinkPHP开发整站,讲的很好
48,前端到后台ThinkPHP开发整站,讲得很详细，内容非常非常实用！
48,前端到后台ThinkPHP开发整站,不错的！
48,前端到后台ThinkPHP开发整站,课程很不错，老师很负责
48,前端到后台ThinkPHP开发整站,"很不错,就是有些我听不懂..."
48,前端到后台ThinkPHP开发整站,还在努力学习中
48,前端到后台ThinkPHP开发整站,师傅领进门，修行靠个人
48,前端到后台ThinkPHP开发整站,赞赞赞
48,前端到后台ThinkPHP开发整站,讲的很不错，就是有点快。
48,前端到后台ThinkPHP开发整站,讲的很好，看了几遍了
48,前端到后台ThinkPHP开发整站,很实用。挺不错的
48,前端到后台ThinkPHP开发整站,老师讲的很不错，很好理解！
48,前端到后台ThinkPHP开发整站,满分不解释
50,响应式开发一招致胜,老师讲的很好，而且很细，学到不少东西
50,响应式开发一招致胜,不错，我才看了一点点
50,响应式开发一招致胜,不错，很实用
50,响应式开发一招致胜,可以.
50,响应式开发一招致胜,"不错,讲了很多有用的知识"
50,响应式开发一招致胜,非常好，深入浅出，受益不少！
50,响应式开发一招致胜,非常好，正适合我学
50,响应式开发一招致胜,很实用，已做项目学前端能学的更好
50,响应式开发一招致胜,"老师讲的不错,有耐心."
50,响应式开发一招致胜,很多零碎细小的知识点都有带到，很受益。
50,响应式开发一招致胜,很受益
50,响应式开发一招致胜,不错，能学到东西
50,响应式开发一招致胜,真棒啊
50,响应式开发一招致胜,还行 挺细致的
50,响应式开发一招致胜,老师讲的很细致
50,响应式开发一招致胜,老师讲的非常细致，学习到了很多
50,响应式开发一招致胜,老师讲的非常好，我学习到了很多东西。
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,头尾讲解的清晰，内容部分如果能去掉html 和 css布局部分的东西视频就更精炼了。
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,老师讲的太好了，不知道会不会出些2的视频，期待！
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,黄老师，太棒了，这么负责的老师很难遇到，感谢不尽啊，学习了。
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,感谢老师，感谢老师把我带进了vue开发的门门，nice!
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,非常感谢这个教程！更希望可以出一个vue2.0的
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,现在正在用vue2.0和vue-router2.0写这个项目，难度还是很大的哦，慢慢攻克吧
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,别问我为什么差评，因为我不开心。
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,挺好的
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,非常感谢这个教程！解了我的燃眉之急
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,挺好的
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,逻辑清晰不错，是很好的教程
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,希望能出2.0版本的
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,作为一个刚入门的前端工程师，用这个视频教程作为学习 Vue 真是太好了，主要之前没怎么接触过模块化设计，网上对将这些方面的又不是很多。这个教程很 nice。1 天半看了 1/3 了，毫无难度，通俗易懂。唯一的一点不足就是这不是 Vue 2.0 的，有些不一样的地方我还得翻官方文档去改。但总的来说很好。点赞！
13,WebApp 书城整站开发,"讲到第五章才开始写代码，前面讲的东西都是很概念并不是很有用的东西，完全就记不住。对新人来说，你只要告诉他要这么写就好了，项目做多了，慢慢就懂了，对老人来说，啰嗦。
学习，写，反馈，总结，这是一个闭环，结果前5章都在听流程方面的东西，耐心和激情很容易被消耗掉。
动画太多了，简略点。
值得看的点就是touchstart,touchmove,touchend部分，其它的就那样
不是完整的项目，只有一个页面，偏流程，讲的很多会让你觉得很厉害，但对个人能力增长比如逻辑或写代码方面用处不大
以上"
13,WebApp 书城整站开发,说实话，这个教材在购买前看宣传教程还是很有信心的，但在观看和练习的过程中，讲师思维稍微有点活跃，实战课程就把一个项目完完整整的从头讲完；个人觉得有点乱，在实践代码的时候，讲师动不动就来句给你们留作任务，这块不讲了；实战课程你不讲完整，下一节课，你自己有悄悄把代码贴上去，只要是布置的任务后再看视频，就必须得把自己写的那些代码调整一边。看视频教材后面两章节不得不反复会看，可能是我学识浅薄，会的太少，仅此一次。
13,WebApp 书城整站开发,老师讲的不错，赞
97,ThinkPHP 5.0开发微信小程序商场打通全栈项目架构,老师讲得特别细致，非常不错！
97,ThinkPHP 5.0开发微信小程序商场打通全栈项目架构,非常好。讲的很详细
97,ThinkPHP 5.0开发微信小程序商场打通全栈项目架构,课程非常的实用，很喜欢老师分享的经验
97,ThinkPHP 5.0开发微信小程序商场打通全栈项目架构,受益匪浅，收获很大。感谢老师分享。
97,ThinkPHP 5.0开发微信小程序商场打通全栈项目架构,学到很多
97,ThinkPHP 5.0开发微信小程序商场打通全栈项目架构,课程非常的实用，很喜欢老师分享的经验
97,ThinkPHP 5.0开发微信小程序商场打通全栈项目架构,我很喜欢老师分享他的经验！
97,ThinkPHP 5.0开发微信小程序商场打通全栈项目架构,我的启蒙老师
97,ThinkPHP 5.0开发微信小程序商场打通全栈项目架构,很不错的教程，喜欢慕课网
97,ThinkPHP 5.0开发微信小程序商场打通全栈项目架构,很好，讲得很清晰
97,ThinkPHP 5.0开发微信小程序商场打通全栈项目架构,不是一般的好。是特别非常好！
50,响应式开发一招致胜,老师讲的内容很实用
108,全新升级 Kotlin系统入门与进阶,"绝对不适合新手, 乖乖的去学点JAVA基础吧, 视频很多少方都只是轻轻带过, 没学过JAVA的你绝对会看的一脸懵逼.
最后那几个项目开发我也是无语了, 建立个安卓项目在ACTIVITY里输出几个字, 弄个LAYOUT, 然后所谓的项目就完成了!"
108,全新升级 Kotlin系统入门与进阶,关键字介绍的少之又少
108,全新升级 Kotlin系统入门与进阶,学到第五章，越来越不知道自己学的是啥了，看来真是我太笨了。反正我也是听得一脸懵逼。
109,对接真实数据 从0开发前后端分离企业级上线项目,看来一点就迫不及待的来评论，后端的课程已经学完了，Rosen老师和Geely老师讲的非常好，知识点和整个项目的构建非常的细致，对于没用工作经验的同学来说很有帮助，不知道以后还有没有二三期课程可以学习~大力支持老师的教学方式！最好希望老师能把这个项目扩展成平台式的，有客户和商家，全线系统等等，最好还有数据分析实现方面的思路！感谢老师的辛苦录制！祝老师身体健康 工作顺利 桃李满天下！
109,对接真实数据 从0开发前后端分离企业级上线项目,"通过课程第三章的教育，使我原有对前端的习惯不断的被打破，差一点就石乐志了，还好一点一点的跟下来了，老师的讲课模式很好，先把模块化的演进中遇到的问题，先提炼出来了，领着一步一步解决，最终实现了模块化，也让我在这个过程中感受到了全局配置是如何进阶的，希望接下来的课程中可以蜕变，期待肉森老师后续模块的开放，想学前端课程的同学一定不要错过了，肉森老师的课会让你们更高大上的！
-- 来自一个前端小白的评价（ipone 8 plus 氪金版）"
109,对接真实数据 从0开发前后端分离企业级上线项目,"迫不及待的看了前面3章,架构清晰,有条有里,真的非常棒,一个好的前端工程师不能只局限于业务,而要考虑代码整体的可扩张性和可维护性,前面的课程正是对这个的实践课程,只能666了"
109,对接真实数据 从0开发前后端分离企业级上线项目,课程没发布就听Geely老师说这课不错，（不知道Geely老师请够买从零打造电商平台--服务端），玫瑰n是geely老师的好朋友。这个课程是搭配服务端课程的，两个课程一起呈现了一个电商平台雏形的开发。为了让这个项目完整，我买了这节课程。除此之外，对我来说，我虽然是学习后端开发的，但是这节课对我很重要，首先因为前后端两节课加起来才能真正的体会这样的完全分离开发是怎么样进行的，对以后的工作肯定会有帮助，其次能学到前后端是如何进行数据对接的。这是我购买的目的。不过，看了前两章，对于玫瑰n老师讲解的需求分析、需求拆分、架构设计、技术选型感觉也很棒，还有一些工具使用细节。300字不够算了，买了就知道了
109,对接真实数据 从0开发前后端分离企业级上线项目,非常不错的课程，rosen老师谢谢你
109,对接真实数据 从0开发前后端分离企业级上线项目,很好，以前知识很多可以融会贯通了
109,对接真实数据 从0开发前后端分离企业级上线项目,挺好的
109,对接真实数据 从0开发前后端分离企业级上线项目,红红火火
109,对接真实数据 从0开发前后端分离企业级上线项目,非常棒，受益匪浅，谢谢老师。
109,对接真实数据 从0开发前后端分离企业级上线项目,非常好！
109,对接真实数据 从0开发前后端分离企业级上线项目,讲的不错
109,对接真实数据 从0开发前后端分离企业级上线项目,讲的真心不错
109,对接真实数据 从0开发前后端分离企业级上线项目,前端的内容真的。。。学起来很累
109,对接真实数据 从0开发前后端分离企业级上线项目,挺好的，学到了很多东西。
109,对接真实数据 从0开发前后端分离企业级上线项目,bucuo很喜欢实战的
109,对接真实数据 从0开发前后端分离企业级上线项目,有种打开新世界的大门赶脚
109,对接真实数据 从0开发前后端分离企业级上线项目,老师讲得很通俗易懂，回复很快。
109,对接真实数据 从0开发前后端分离企业级上线项目,很满意
109,对接真实数据 从0开发前后端分离企业级上线项目,一个字：好，不刷评价。
109,对接真实数据 从0开发前后端分离企业级上线项目,"不错,看完之后直接可以运用"
94,Angular 4.0从入门到实战 打造股票管理网站,还可以
94,Angular 4.0从入门到实战 打造股票管理网站,入门级别，懒人专用
94,Angular 4.0从入门到实战 打造股票管理网站,老师 讲的不错 可惜 加班没时间看
94,Angular 4.0从入门到实战 打造股票管理网站,还不错 公司的项目改了
94,Angular 4.0从入门到实战 打造股票管理网站,讲的不错，非常实用
94,Angular 4.0从入门到实战 打造股票管理网站,很好的课程
94,Angular 4.0从入门到实战 打造股票管理网站,讲的好，一定多听几遍
94,Angular 4.0从入门到实战 打造股票管理网站,讲的非常不错
94,Angular 4.0从入门到实战 打造股票管理网站,有点难，学不懂，慢慢来吧
94,Angular 4.0从入门到实战 打造股票管理网站,老师讲得非常细致，深入浅出，必须点赞
94,Angular 4.0从入门到实战 打造股票管理网站,棒~入门妥妥是我~
94,Angular 4.0从入门到实战 打造股票管理网站,老师讲得挺好的
94,Angular 4.0从入门到实战 打造股票管理网站,很好.感觉老师也挺不容易啊.
94,Angular 4.0从入门到实战 打造股票管理网站,"謝謝老師
希望"
94,Angular 4.0从入门到实战 打造股票管理网站,挺好的额
94,Angular 4.0从入门到实战 打造股票管理网站,不错，比较详细
94,Angular 4.0从入门到实战 打造股票管理网站,老师很厉害! 而且还做了两个版本
94,Angular 4.0从入门到实战 打造股票管理网站,比较新的教程，靠谱
94,Angular 4.0从入门到实战 打造股票管理网站,这个教程很值得投资
94,Angular 4.0从入门到实战 打造股票管理网站,老师讲得很好，不错的。
96,Java大牛 带你从0到上线开发企业级电商项目,挺好的课程，从头跟到尾，学到很多
96,Java大牛 带你从0到上线开发企业级电商项目,非常不错，期待后续课程
96,Java大牛 带你从0到上线开发企业级电商项目,很好的课程，赞一个
96,Java大牛 带你从0到上线开发企业级电商项目,实战性强，主要是老师全程指导，实操很好
96,Java大牛 带你从0到上线开发企业级电商项目,66666，很实用，纯干货！！
96,Java大牛 带你从0到上线开发企业级电商项目,看完了，很好，希望有分布式，高并发
96,Java大牛 带你从0到上线开发企业级电商项目,讲得好
96,Java大牛 带你从0到上线开发企业级电商项目,不错，收获颇丰，谢谢！
96,Java大牛 带你从0到上线开发企业级电商项目,课程还是很不错的，适合有一些基础的人
96,Java大牛 带你从0到上线开发企业级电商项目,非常好
96,Java大牛 带你从0到上线开发企业级电商项目,期待下一期的内容
96,Java大牛 带你从0到上线开发企业级电商项目,haibucuo
96,Java大牛 带你从0到上线开发企业级电商项目,老师讲的很棒，期待第二期的教程~~~
96,Java大牛 带你从0到上线开发企业级电商项目,good
96,Java大牛 带你从0到上线开发企业级电商项目,"老师的认真对待,实在是满分."
96,Java大牛 带你从0到上线开发企业级电商项目,老师讲的很好！
96,Java大牛 带你从0到上线开发企业级电商项目,等待高级课程。。。。。。。。。。。
96,Java大牛 带你从0到上线开发企业级电商项目,还在配置环境的课程中。
96,Java大牛 带你从0到上线开发企业级电商项目,get 新技能中，期待。
96,Java大牛 带你从0到上线开发企业级电商项目,很认真很仔细  赞一个！
117,Spring Boot企业微信点餐系统,廖湿兄讲课幽默风趣，准备充分中间无bug，点拨精准到位，代码风骚简洁。期待老湿 所出的所有课程。
48,前端到后台ThinkPHP开发整站,这波我给10分
48,前端到后台ThinkPHP开发整站,确实非常好，极其实用！
48,前端到后台ThinkPHP开发整站,感谢老师，我一定要好好学习。
48,前端到后台ThinkPHP开发整站,资深菜鸟，等老师出微博教程。
48,前端到后台ThinkPHP开发整站,大写的赞
48,前端到后台ThinkPHP开发整站,不错很好，提高很大
48,前端到后台ThinkPHP开发整站,很好，逻辑清晰
48,前端到后台ThinkPHP开发整站,很好，很不错
48,前端到后台ThinkPHP开发整站,不错^_^，可以提高开发经验
48,前端到后台ThinkPHP开发整站,老师讲的很好！慕课出品，必是精品！
48,前端到后台ThinkPHP开发整站,很好  给了我一次学习的好机会
48,前端到后台ThinkPHP开发整站,老师出的课程都非常有用。
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,终于看完了整个实战；也自己使用vue2.0+；跟着老师走了一遍；收货还是蛮不错的。不知道年后的vue高级课程有没有vuex相关的章节？
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,课程讲的很不错，良心制作，由于vue-cli默认是2.0，直接用2.0版本，跟着老师边学边查边做，期待老师能出一套搭建自己环境的课程。。
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,在css方面的内容感觉偏多，没有想像中的干货多。
71,程序猿的内功修炼，学好算法与数据结构,非常好！
117,Spring Boot企业微信点餐系统,"总体很好很强大,但要是mybatis就更好了- -"
117,Spring Boot企业微信点餐系统,廖大湿不愧为专业老司机，百度好久的问题，廖大湿一句话就解决了
117,Spring Boot企业微信点餐系统,一边看一边写代 是不行的。大哥。必须先看一遍，。 再一边看一边写代
117,Spring Boot企业微信点餐系统,基础不是很好  但老师讲的不错 我得做着笔记看着老师讲解
117,Spring Boot企业微信点餐系统,一边看一边写代码，感觉提升很大，期待老师讲讲SpringCloud微服务的课程！
117,Spring Boot企业微信点餐系统,干货多多，项目实战有提升，希望师兄出更多精品课程
48,前端到后台ThinkPHP开发整站,对开发整站有个一个全新的认知
48,前端到后台ThinkPHP开发整站,课程讲的挺好的比培训机构的强多了很受益
48,前端到后台ThinkPHP开发整站,老师好牛啊。跟着老师学！受益匪浅！
48,前端到后台ThinkPHP开发整站,不错，学习了，谢谢老师的耐心指导
48,前端到后台ThinkPHP开发整站,老师讲的不错代码复用强，就是视频有点卡
48,前端到后台ThinkPHP开发整站,棒棒哒
48,前端到后台ThinkPHP开发整站,挺好的思路清晰
48,前端到后台ThinkPHP开发整站,很不错，MVC完全搞明白
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,这个课程买了的都说好，谁买谁知道，嘻嘻，期待年后的 vue高级课程
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,很棒，但是有时候被BUG带跑了。。 估计是直接一遍录成咯，，没有前期做准备
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,课程讲得很棒，学到了很多vue的知识，期待vue2.0的升级
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,相当的不错~受益良多~~要是vue2.0就更完美了~~感谢~~
71,程序猿的内功修炼，学好算法与数据结构,这课听的可真舒服。
71,程序猿的内功修炼，学好算法与数据结构,棒棒棒！！！
71,程序猿的内功修炼，学好算法与数据结构,很不错了
71,程序猿的内功修炼，学好算法与数据结构,讲的很详细！
71,程序猿的内功修炼，学好算法与数据结构,感觉还不错
71,程序猿的内功修炼，学好算法与数据结构,非常好
71,程序猿的内功修炼，学好算法与数据结构,感觉挺不错的，有问题也会及时的解答！
71,程序猿的内功修炼，学好算法与数据结构,讲的很清楚
71,程序猿的内功修炼，学好算法与数据结构,讲的很清楚
71,程序猿的内功修炼，学好算法与数据结构,希望在面试时能用上
71,程序猿的内功修炼，学好算法与数据结构,老师真棒！！！！
117,Spring Boot企业微信点餐系统,意犹未尽，全是干货，希望师兄之后能出更多课程
117,Spring Boot企业微信点餐系统,一口气看到第5章，师兄开车就是稳啊，O(∩_∩)O哈哈~
117,Spring Boot企业微信点餐系统,很不错。还是值得买的，学的快一点。
117,Spring Boot企业微信点餐系统,棒棒哒~~~~准备学习更多的东西！
117,Spring Boot企业微信点餐系统,课程不错，讲的很细
117,Spring Boot企业微信点餐系统,"不错, 继续加油努力"
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,课程讲得很棒，学到了很多vue的知识，直接用vue2.0讲起更好。希望老师能出更多干货。
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,课程老师讲的很仔细，看的基本上都能弄懂了，干货满满呢，期待老师更多视频课程。
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,课程讲的非常好，现在公司正好用vue开发，给了我很多启发
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,我只想说，老师这样的课程多来点好么？
